id,book_id,best_book_id,work_id,books_count,isbn,isbn13,authors,original_publication_year,original_title,title,language_code,average_rating,ratings_count,work_ratings_count,work_text_reviews_count,ratings_1,ratings_2,ratings_3,ratings_4,ratings_5,image_url,small_image_url
6755,2915,2915,6815,39,044022750X,9780440227500.0,Gary Paulsen,1991.0,The River,"The River (Brian's Saga, #2)",,3.77,14198,16545,891,233,1225,5077,5558,4452,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
6787,250,250,1190908,111,802151825,9780802151830.0,Henry Miller,1938.0,Tropic of Capricorn,Tropic of Capricorn,eng,3.85,12082,13487,529,352,939,3153,5005,4038,https://images.gr-assets.com/books/1417652073m/250.jpg,https://images.gr-assets.com/books/1417652073s/250.jpg
6844,447,447,168560,54,140115854,9780140115860.0,Paul Auster,1989.0,Moon Palace,Moon Palace,eng,3.99,12170,14552,622,149,674,3044,6009,4676,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
6870,698,698,3140490,51,307263940,9780307263940.0,Anne Tyler,2006.0,Digging to America,Digging to America,eng,3.53,15484,17260,1974,290,1589,6406,6627,2348,https://images.gr-assets.com/books/1327901292m/698.jpg,https://images.gr-assets.com/books/1327901292s/698.jpg
6937,840,840,18518,38,465067107,9780465067110.0,Donald A. Norman,1988.0,The Psychology of Everyday Things,The Design of Everyday Things,en-US,4.18,11838,15202,1192,88,483,2327,6020,6284,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
6961,2142,2142,54935,29,849945119,9780849945110.0,Ted Dekker,2002.0,Blink,Blink,,4.17,12037,14057,747,143,482,2445,4810,6177,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
7003,825,825,934262,30,553573861,9780553573860.0,Neal Stephenson,1988.0,Zodiac,Zodiac,eng,3.7,13353,14803,569,118,920,4989,6026,2750,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
7427,3750,3750,1387985,117,142002062,9780142002060.0,Ian Fleming,1955.0,Moonraker,"Moonraker (James Bond, #3)",eng,3.7,12016,14685,905,97,921,5041,5820,2806,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
7462,456,456,1128381,50,140178139,9780140178140.0,Paul Auster,1992.0,Leviathan,Leviathan,eng,3.95,10002,11794,517,105,490,2684,5165,3350,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
7544,5055,5055,879303,95,451211472,9780451211480.0,Ken Follett,1991.0,Night over Water,Night Over Water,eng,3.78,12329,14769,718,148,799,4455,6174,3193,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
7683,98,98,4462,45,761129588,9780761129580.0,"Heidi Murkoff, Sharon Mazel, Heidi Murkoff, Arlene Eisenberg, Sandee Hathaway, Mark D. Widome",1989.0,What to Expect the First Year,What to Expect the First Year (What to Expect),eng,3.86,10807,13247,784,359,816,3301,4586,4185,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
7749,3379,3379,91467,32,1582342156,9781582342150.0,Douglas Coupland,2001.0,All Families Are Psychotic,All Families are Psychotic,,3.69,10461,11830,531,211,923,3638,4592,2466,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
7904,355,355,924656,32,345316509,9780345316510.0,Robert A. Heinlein,1984.0,Job: A Comedy of Justice,Job: A Comedy of Justice,en-US,3.77,14592,14901,415,349,1295,4031,4962,4264,https://images.gr-assets.com/books/1438043968m/355.jpg,https://images.gr-assets.com/books/1438043968s/355.jpg
7994,952,952,5166,35,1881273652,9781881273650.0,"Gary Chapman, D. Ross Campbell",1995.0,The Five Love Languages of Children,The Five Love Languages of Children,,4.21,9744,12513,1329,97,350,1998,4476,5592,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
8179,4076,4076,7786,38,1861977166,9781861977170.0,"Tom Peters, Robert H. Waterman Jr.",1982.0,In Search of Excellence,In Search of Excellence: Lessons from America's Best-Run Companies,,3.91,9469,10121,151,267,636,2254,3544,3420,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
8334,3757,3757,3131771,127,142002038,9780142002030.0,Ian Fleming,1958.0,Dr. No,"Doctor No (James Bond, #6)",eng,3.76,10569,13460,686,121,754,4202,5509,2874,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
8375,2068,2068,1835,24,068482471X,9780684824710.0,Daniel C. Dennett,1995.0,Darwin's Dangerous Idea: Evolution and the Meanings of Life,Darwin's Dangerous Idea: Evolution and the Meanings of Life,en-US,4.03,11090,11292,222,276,592,2164,3717,4543,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
8492,676,676,752463,10,375755195,9780375755190.0,Billy Collins,2001.0,Sailing Alone Around the Room: New and Selected Poems,Sailing Alone Around the Room: New and Selected Poems,eng,4.24,10999,11254,575,213,352,1423,3853,5413,https://images.gr-assets.com/books/1403183272m/676.jpg,https://images.gr-assets.com/books/1403183272s/676.jpg
8588,432,432,2434710,25,140097317,9780140097310.0,Paul Auster,1985.0,City of Glass,"City of Glass (The New York Trilogy, #1)",eng,3.81,10157,11176,683,230,853,2758,4320,3015,https://images.gr-assets.com/books/1309986722m/432.jpg,https://images.gr-assets.com/books/1309986722s/432.jpg
8688,665,665,443285,53,451163931,9780451163940.0,"Ayn Rand, Nathaniel Branden",1961.0,The Virtue of Selfishness: A New Concept of Egoism,The Virtue of Selfishness: A New Concept of Egoism,eng,3.47,10198,10682,433,1337,1071,2463,2837,2974,https://images.gr-assets.com/books/1425001997m/665.jpg,https://images.gr-assets.com/books/1425001997s/665.jpg
8906,2677,2677,2854559,27,486287599,9780486287590.0,Jonathan Swift,1729.0,A Modest Proposal and Other Satirical Works,A Modest Proposal and Other Satirical Works,eng,4.04,12499,12988,168,141,514,2764,4782,4787,https://images.gr-assets.com/books/1264316062m/2677.jpg,https://images.gr-assets.com/books/1264316062s/2677.jpg
8930,1823,1823,5946,20,743233212,9780743233220.0,Jon Ronson,2001.0,Them: Adventures with Extremists,Them: Adventures with Extremists,en-US,3.94,9081,11362,833,71,394,2648,5284,2965,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
8934,621,621,806311,27,767923820,9780767923830.0,David Bach,2003.0,The Automatic Millionaire: A Powerful One-Step Plan to Live and Finish Rich,The Automatic Millionaire: A Powerful One-Step Plan to Live and Finish Rich,,3.9,10091,10676,508,211,664,2680,3567,3554,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
9032,4099,4099,7809,17,020161622X,9780201616220.0,"Andrew Hunt, Dave Thomas",1999.0,The Pragmatic Programmer: From Journeyman to Master,The Pragmatic Programmer: From Journeyman to Master,en-US,4.31,9416,10466,549,67,229,1218,3841,5111,https://images.gr-assets.com/books/1401432508m/4099.jpg,https://images.gr-assets.com/books/1401432508s/4099.jpg
9048,2002,2002,8621948,5,043932162X,9780439321620.0,J.K. Rowling,2001.0,,Harry Potter Schoolbooks Box Set: Two Classic Books from the Library of Hogwarts School of Witchcraft and Wizardry,eng,4.4,10736,11732,185,106,304,1548,2595,7179,https://images.gr-assets.com/books/1479775271m/2002.jpg,https://images.gr-assets.com/books/1479775271s/2002.jpg
9232,400,400,1011400,65,140156046,9780140156040.0,Don DeLillo,1988.0,Libra ,Libra,eng,3.98,10195,11342,633,156,534,2312,4740,3600,https://images.gr-assets.com/books/1327935630m/400.jpg,https://images.gr-assets.com/books/1327935630s/400.jpg
9454,5052,5052,2879976,87,451216725,9780451216720.0,Ken Follett,2000.0,Code to Zero,Code to Zero,,3.64,9071,11467,666,151,848,3949,4531,1988,https://images.gr-assets.com/books/1309209804m/5052.jpg,https://images.gr-assets.com/books/1309209804s/5052.jpg
9670,1032,1032,1224415,26,345479173,9780345479170.0,"Donald J. Trump, Tony Schwartz",1987.0,Trump: The Art of the Deal,Trump: The Art of the Deal,en-US,3.66,8768,10055,650,614,965,2595,2948,2933,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
9732,3028,3028,6894,53,517548233,9780517548230.0,Henry Hazlitt,1946.0,Economics in One Lesson,Economics in One Lesson: The Shortest & Surest Way to Understand Basic Economics,,4.22,9028,10129,823,200,393,1425,3069,5042,https://images.gr-assets.com/books/1320423284m/3028.jpg,https://images.gr-assets.com/books/1320423284s/3028.jpg
9759,386,386,3328037,22,393329402,9780393329410.0,Nick Flynn,2004.0,Another Bullshit Night in Suck City: A Memoir,Another Bullshit Night in Suck City,eng,3.77,8441,8963,909,221,718,2302,3340,2382,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
9905,449,449,1344597,45,312263996,9780312264000.0,Paul Auster,1999.0,Timbuktu,Timbuktu,eng,3.66,8272,9588,741,240,916,2828,3502,2102,https://images.gr-assets.com/books/1355142497m/449.jpg,https://images.gr-assets.com/books/1355142497s/449.jpg
9966,9864,9864,3279710,72,312254997,9780312255000.0,Salman Rushdie,1999.0,The Ground Beneath Her Feet,The Ground Beneath Her Feet,eng,3.77,8673,9541,535,264,803,2450,3360,2664,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
